epoch,step,train_acc,train_loss,val_acc,val_loss
0,32,,,0.4849660396575928,0.6937662363052368
0,32,0.49975764751434326,0.6940389275550842,,
1,65,,,0.5189136862754822,0.6924285292625427
1,65,0.5055744051933289,0.692562997341156,,
2,98,,,0.5451018214225769,0.6902906894683838
2,98,0.5477460026741028,0.690805196762085,,
3,131,,,0.541222095489502,0.6907267570495605
3,131,0.5336887836456299,0.6892390847206116,,
4,164,,,0.5441319346427917,0.6893930435180664
4,164,0.5462918281555176,0.6884096264839172,,
5,197,,,0.5635305643081665,0.6871927380561829
5,197,0.5443528890609741,0.6886909604072571,,
6,230,,,0.5392822623252869,0.6899785995483398
6,230,0.546776533126831,0.6875577569007874,,
7,263,,,0.5363724827766418,0.6886988878250122
7,263,0.5438681244850159,0.6875540614128113,,
8,296,,,0.533462643623352,0.6879985928535461
8,296,0.5458070635795593,0.6874068379402161,,
9,329,,,0.534432590007782,0.6916027665138245
9,329,0.5346582531929016,0.6883819103240967,,
10,362,,,0.541222095489502,0.6908567547798157
10,362,0.539020836353302,0.6864401698112488,,
11,395,,,0.5354025363922119,0.6879366636276245
11,395,0.5477460026741028,0.6861700415611267,,
12,428,,,0.5295829176902771,0.6886720657348633
12,428,0.5525932908058167,0.6863034963607788,,
13,461,,,0.5421920418739319,0.6897913813591003
13,461,0.5361124873161316,0.6870607733726501,,
14,494,,,0.5295829176902771,0.6886143088340759
14,494,0.5438681244850159,0.6868934035301208,,
15,527,,,0.5489815473556519,0.6892107129096985
15,527,0.5487154722213745,0.6846067905426025,,
16,560,,,0.5354025363922119,0.69063401222229
16,560,0.5496849417686462,0.6859797835350037,,
17,593,,,0.5441319346427917,0.6876862645149231
17,593,0.5530780553817749,0.6846954822540283,,
18,626,,,0.5324926972389221,0.6902263760566711
18,626,0.5458070635795593,0.683588445186615,,
19,659,,,0.5363724827766418,0.689653754234314
19,659,0.5409597754478455,0.6853191256523132,,
20,692,,,0.5286129713058472,0.6905192136764526
20,692,0.5496849417686462,0.6840246915817261,,
21,725,,,0.533462643623352,0.6907943487167358
21,725,0.5395056009292603,0.6841707229614258,,
22,758,,,0.5402522087097168,0.6886210441589355
22,758,0.5458070635795593,0.6831791996955872,,
23,791,,,0.5392822623252869,0.690909206867218
23,791,0.5399903059005737,0.6849330067634583,,
24,824,,,0.5286129713058472,0.6877819299697876
24,824,0.5438681244850159,0.6832767724990845,,
