epoch,step,train_acc,train_loss,val_acc,val_loss
0,32,,,0.4946445822715759,0.6911063194274902
0,32,0.5036496520042419,0.6931927800178528,,
1,65,,,0.5501460433006287,0.6905556321144104
1,65,0.5138686299324036,0.6911571025848389,,
2,98,,,0.4771178066730499,0.6880408525466919
2,98,0.5187348127365112,0.6906508803367615,,
3,131,,,0.5160661935806274,0.6882630586624146
3,131,0.49245741963386536,0.6919911503791809,,
4,164,,,0.48880234360694885,0.688611626625061
4,164,0.5114355087280273,0.6897097229957581,,
5,197,,,0.5131450891494751,0.6877219080924988
5,197,0.4978102147579193,0.689749538898468,,
6,230,,,0.567672848701477,0.6874629855155945
6,230,0.5148418545722961,0.6885755658149719,,
7,263,,,0.5111976861953735,0.6880496144294739
7,263,0.5114355087280273,0.6883481740951538,,
8,296,,,0.5189873576164246,0.6890823841094971
8,296,0.507055938243866,0.6897749900817871,,
9,329,,,0.5355404019355774,0.6881297826766968
9,329,0.5099756717681885,0.6873723864555359,,
10,362,,,0.5501460433006287,0.6889039278030396
10,362,0.5206812620162964,0.68856281042099,,
11,395,,,0.5452775359153748,0.6867293119430542
11,395,0.5153284668922424,0.6892673373222351,,
12,428,,,0.5189873576164246,0.6872718334197998
12,428,0.5279805064201355,0.6897064447402954,,
13,461,,,0.532619297504425,0.6878475546836853
13,461,0.5055961012840271,0.6887136101722717,,
14,494,,,0.5053554177284241,0.6885838508605957
14,494,0.49586373567581177,0.6893935203552246,,
15,527,,,0.5569620132446289,0.6895428895950317
15,527,0.49197080731391907,0.6894869208335876,,
16,560,,,0.5335929989814758,0.689088761806488
16,560,0.5318734645843506,0.6884392499923706,,
17,593,,,0.5452775359153748,0.6880240440368652
17,593,0.49927008152008057,0.689653754234314,,
18,626,,,0.5335929989814758,0.6893997192382812
18,626,0.5099756717681885,0.6888746023178101,,
19,659,,,0.5306718349456787,0.6911819577217102
19,659,0.5099756717681885,0.6883655786514282,,
20,692,,,0.5335929989814758,0.6895520091056824
20,692,0.5250608325004578,0.6934939622879028,,
21,725,,,0.5296981334686279,0.6904816627502441
21,725,0.510948896408081,0.689233660697937,,
22,758,,,0.5501460433006287,0.6940615773200989
22,758,0.5172749161720276,0.6918497681617737,,
23,791,,,0.5228821635246277,0.6895367503166199
23,791,0.5148418545722961,0.6905829310417175,,
24,824,,,0.5355404019355774,0.6927188038825989
24,824,0.5080292224884033,0.6894901394844055,,
25,857,,,0.552093505859375,0.6902616024017334
25,857,0.5270072817802429,0.6890783905982971,,
26,890,,,0.5452775359153748,0.6920259594917297
26,890,0.5318734645843506,0.6884769201278687,,
27,923,,,0.5335929989814758,0.6896016001701355
27,923,0.5182482004165649,0.6874740123748779,,
28,956,,,0.537487804889679,0.6922892332077026
28,956,0.5211678743362427,0.688758909702301,,
29,989,,,0.5481986403465271,0.6926957964897156
29,989,0.5284671783447266,0.6882343888282776,,
30,1022,,,0.5550146102905273,0.6956735253334045
30,1022,0.5167883038520813,0.690574049949646,,
31,1055,,,0.5550146102905273,0.691107451915741
31,1055,0.540145993232727,0.6893249750137329,,
32,1088,,,0.5443037748336792,0.6957598328590393
32,1088,0.5012165307998657,0.6885105967521667,,
33,1121,,,0.5413826704025269,0.6951883435249329
33,1121,0.5231143832206726,0.6884636282920837,,
34,1154,,,0.5306718349456787,0.6932299137115479
34,1154,0.5347931981086731,0.6893154978752136,,
35,1187,,,0.5384615659713745,0.6911842226982117
35,1187,0.5085158348083496,0.6982308030128479,,
36,1220,,,0.5199610590934753,0.6915753483772278
36,1220,0.5221410989761353,0.6879502534866333,,
37,1253,,,0.5481986403465271,0.6955788135528564
37,1253,0.4939172863960266,0.687199592590332,,
38,1286,,,0.5277507305145264,0.6872137188911438
38,1286,0.5245742201805115,0.6896998286247253,,
39,1319,,,0.5423563718795776,0.6902744770050049
39,1319,0.5318734645843506,0.6888048648834229,,
40,1352,,,0.510223925113678,0.7007811069488525
40,1352,0.5080292224884033,0.6892855167388916,,
41,1385,,,0.5501460433006287,0.7030470371246338
41,1385,0.5206812620162964,0.6875401139259338,,
42,1418,,,0.5267770290374756,0.7016865015029907
42,1418,0.5328466892242432,0.6884900331497192,,
43,1451,,,0.5540409088134766,0.7038156390190125
43,1451,0.4948905110359192,0.6891557574272156,,
44,1484,,,0.524829626083374,0.6999868750572205
44,1484,0.5250608325004578,0.6879397630691528,,
45,1517,,,0.5296981334686279,0.7018733620643616
45,1517,0.4982968270778656,0.6883633732795715,,
46,1550,,,0.552093505859375,0.7012380361557007
46,1550,0.5182482004165649,0.6890755891799927,,
47,1583,,,0.552093505859375,0.7036126255989075
47,1583,0.5381994843482971,0.6881964802742004,,
48,1616,,,0.5345667004585266,0.6982980370521545
48,1616,0.5094890594482422,0.6895270347595215,,
49,1649,,,0.5754625201225281,0.6956067085266113
49,1649,0.5104622840881348,0.6892954111099243,,
50,1650,,,0.5306718349456787,0.7073981165885925
50,1650,,,0.5228821635246277,0.7057510018348694
50,1650,,,0.5452775359153748,0.6983132362365723
50,1650,,,0.5550146102905273,0.7100684642791748
50,1650,,,0.5491723418235779,0.701924741268158
50,1650,,,0.5433300733566284,0.7001107931137085
50,1650,,,0.5569620132446289,0.7003370523452759
50,1650,,,0.5637779831886292,0.6977985501289368
50,1650,,,0.559883177280426,0.6989964842796326
50,1650,,,0.5608568787574768,0.6975128650665283
